x_cat1,x_num1,train_x_num1,train_x_num2,train_x_num3,train_x_num4,train_x_num5,train_x_num6,train_x_num7,train_x_num8,train_x_num9,train_x_num10,train_x_num11,train_x_num12,train_x_num13,train_x_num14,train_x_num15,train_x_num16,train_x_num17,train_x_num18,train_x_num19,train_x_num20,train_x_num21,train_x_num22,train_x_num23,cards_x_cat2,cards_x_date1,label
489,6057.8,2801556.3800000045,613,162345.88999999998,2.0,6.0,42.0,563.0,15100.0,26000.0,66020.43,55225.46000000001,0.0,0.0,490.0,70699.20999999999,41100.0,1189.0,44834.51999999999,900.0,2.0,7.0,0.3562631973372621,0.9955111057858664,0,1226160000.0,0
374,4103.91,1673108.1400000004,218,694481.09,60.0,2.0,86.0,70.0,231150.0,2500.0,112297.29,348533.8,9950.0,175318.88,0.0,118382.79,223700.0,0.0,102205.21,2843.07,6.0,3.0,1.0676114894176931,0.6922513538008109,0,1216915200.0,0
418,1.75,474780.42,184,131382.94,0.0,2.0,26.0,156.0,0.0,2000.0,65536.0,63846.94,0.0,5500.0,0.0,96382.22,2000.0,824.0,0.0,7106.719999999998,2.0,8.0,0.4696956834884894,1.4508013514618423,0,1218729600.0,0
365,0.73,442096.69000000006,114,20742.34999999999,7.0,2.0,12.0,93.0,4100.0,1100.0,7511.25,8031.100000000002,0.0,0.0,0.0,12038.71,4200.0,503.64,3000.0,1000.0,2.0,9.0,0.5221074160037893,1.5519838421046288,0,1218902400.0,0
201,3599.34,9116961.850000016,1312,499368.02999999974,26.0,2.0,57.0,1227.0,97120.84,1300.0,133070.76,267876.4299999997,69333.82000000004,17651.48,0.0,186080.63999999987,89100.0,6093.09,62074.0,69035.0,4.0,17.0,0.5841051698616478,3.1973063933703063,0,1207756800.0,0
418,4903.89,5608265.049999997,316,770234.4600000002,2.0,8.0,41.0,265.0,23000.0,8000.0,360721.81,378512.6500000001,0.0,264969.2500000001,310556.81,116335.01,29000.0,3251.5,42308.32,2677.570000000001,2.0,8.0,0.4863391350888018,1.8006049457134743,0,1211904000.0,0
478,144.05,671881.2200000007,274,239264.34,21.0,8.0,25.0,220.0,47500.0,12600.0,71660.70999999999,107503.62999999998,0.0,52300.0,13000.0,112094.32,50200.0,179.0,0.0,11491.02,2.0,8.0,0.5567567731720409,1.4091172807085175,0,1211212800.0,0
416,5119.13,1606383.3499999996,280,326355.12,8.0,2.0,77.0,193.0,22400.0,2500.0,146306.58,155148.53999999998,0.0,105895.23,43904.63,23693.18000000001,24400.0,218.02,127544.06,700.0,5.0,7.0,0.7841752487889259,1.2155969393069352,0,1200067200.0,0
219,117.68,393888.9900000001,144,86545.73000000001,15.0,48.0,16.0,65.0,22400.0,19300.0,20519.33,24326.4,10332.24,0.0,0.0,20011.33,47650.0,400.0,0.0,8006.66,2.0,5.0,0.508026687521406,0.8452762018115738,0,1210867200.0,0
410,16876.75,6847004.17000001,593,200960.05,0.0,0.0,48.0,545.0,0.0,0.0,97657.69,103302.36000000002,83282.43,0.0,0.0,99597.52999999998,0.0,3979.79,13755.0,345.3,3.0,13.0,0.5755717753033903,1.7270014083786485,0,1230652800.0,0
374,4426.46,1715516.960000001,497,270103.42999999993,3.0,4.0,34.0,456.0,7100.0,5400.0,128175.86,129427.57000000007,0.0,0.0,24427.0,192255.46,9400.0,920.97,0.0,43100.0,1.0,10.0,0.4019065397753362,2.2591646988681497,0,1217174400.0,0
389,607660.15,40659715.77000009,1571,7458020.429999999,1.0,0.0,149.0,1421.0,11600.0,0.0,3658268.3,3788152.13,0.0,1822845.44,7940.0,3045209.0399999986,11600.0,213602.14,1822531.3,13695.52,4.0,19.0,0.7142436035219947,2.751806704868828,0,1204905600.0,0
204,47.08,373231.84,129,148284.18999999994,0.0,2.0,38.0,89.0,0.0,4200.0,74049.11,70035.08,0.0,0.0,0.0,104727.38,4200.0,13.8,38243.01,1100.0,3.0,8.0,0.7440057087959508,1.619428608987702,0,1211472000.0,0
489,20.9,779392.1000000002,21,3978.0,0.0,0.0,1.0,20.0,0.0,0.0,2000.0,1978.0,2000.0,0.0,0.0,1978.0,0.0,0.0,0.0,0.0,1.0,6.0,0.3535533905932738,2.0701966780270618,0,1204819200.0,1
284,6876.77,1423566.259999999,814,122905.07999999994,0.0,0.0,28.0,786.0,0.0,0.0,63573.16,59331.92000000008,0.0,61290.3,0.0,58936.78000000008,0.0,2203.3100000000004,0.0,0.0,5.0,10.0,0.3901643624221312,1.55684063564871,0,1219334400.0,0
259,485.45,17137381.380000006,187,2898547.99,4.0,12.0,46.0,125.0,28000.0,1040000.0,1421906.34,408641.65,60000.0,1117208.92,112231.52,139449.61000000002,1048000.0,530.4,52707.9,2549.44,2.0,4.0,0.5668067053853909,0.8856169941444556,0,1226937600.0,0
321,2741.32,301803.9400000001,300,74101.66000000003,1.0,9.0,30.0,260.0,800.0,10700.0,36181.77,26419.890000000007,0.0,0.0,30046.05,31138.41,900.0,1125.91,0.0,10891.29,3.0,12.0,0.6263592892702184,1.9215328422751483,0,1215273600.0,0
493,238.57,3994345.2700000014,145,136459.28000000014,0.0,32.0,11.0,102.0,0.0,57000.0,70001.43999999999,9457.84,0.0,0.0,70001.43999999999,9457.84,57000.0,0.0,0.0,0.0,1.0,8.0,0.3359450805224316,1.3512926374644625,0,1206547200.0,0
409,4789.14,1583328.18,279,290533.07,2.0,5.0,47.0,225.0,14800.0,10000.0,131363.52000000002,134369.55,0.0,700.0,9228.0,73922.09999999999,14800.0,2295.4,65050.16000000001,40444.05,3.0,7.0,0.5813318978404467,1.4880382939487686,0,1206288000.0,0
280,2255.46,602529.0699999994,406,173344.43999999974,4.0,1.0,50.0,351.0,5300.0,1500.0,81955.64000000003,84588.80000000005,0.0,0.0,0.0,89570.99000000006,6800.0,479.95,0.0,1500.0,2.0,11.0,0.4957016628137479,1.676328301425433,0,1215792000.0,0
365,1843.78,4540373.77,31,48293.01,0.0,3.0,27.0,1.0,0.0,5000.0,31293.01,12000.0,20573.01,320.0,10400.0,,17000.0,0.0,0.0,0.0,1.0,3.0,0.2578807147775638,0.5808945030255667,0,1210435200.0,0
271,7531.21,5562864.360000004,315,332452.09999999986,0.0,7.0,19.0,289.0,0.0,6800.0,165583.03,160069.07000000007,0.0,0.0,0.0,52664.77,200.0,12732.3,99063.52,101372.0,4.0,8.0,0.4289270823114641,1.41406920036233,0,1205856000.0,0
201,2.93,3200807.109999998,805,853863.6100000009,0.0,0.0,378.0,427.0,0.0,0.0,429018.49999999936,424845.11,0.0,0.0,0.0,674789.3900000005,0.0,13909.3,29595.06,134987.86,7.0,7.0,1.3246164030011032,1.4197486659651433,0,1214755200.0,0
275,4680.69,1034551.2600000005,877,263060.42,0.0,1.0,164.0,712.0,0.0,1000.0,131356.27,130704.14999999994,0.0,0.0,45451.91999999999,199102.47,1000.0,6656.95,1000.0,9849.08,4.0,12.0,0.787388851469434,1.9233787543338936,0,1229270400.0,0
211,2326.44,1965362.129999998,2345,2611588.52,1.0,3.0,102.0,2239.0,5000.0,300.0,1300778.09,1305510.4300000016,104451.75,1179582.93,140.0,86646.67000000001,300.0,3661.5000000000014,157696.99,6573.400000000009,5.0,19.0,0.754842850526509,3.2929304314829784,0,1171382400.0,0
490,73316.64,14985112.050000004,278,300353.61000000004,0.0,11.0,44.0,223.0,0.0,17500.0,160797.59999999998,122056.00999999998,0.0,0.0,60000.0,40271.69000000002,18500.0,2567.0,106862.41,64433.15,2.0,9.0,0.45436136978009706,1.1839025807839922,0,1219766400.0,0
292,380.73,45424.28999999999,53,34207.06,0.0,0.0,33.0,20.0,0.0,0.0,16912.8,17294.260000000002,0.0,12190.0,0.0,6431.26,0.0,0.0,10992.8,4039.0,19.0,5.0,6.212889826803628,1.6624188291872668,0,1222790400.0,0
267,293.0,743683.4499999998,285,187411.24999999988,2.0,0.0,151.0,132.0,7400.0,0.0,84843.97999999997,95167.27,0.0,35203.490000000005,205.0,137548.20999999993,7400.0,0.0,2077.65,3143.3,4.0,5.0,0.4979151163474034,0.9618215380937049,0,1229616000.0,0
280,114.51,712542.03,506,76098.83000000003,2.0,0.0,28.0,476.0,6400.0,0.0,31851.0,37847.83000000003,0.0,30500.0,0.0,37458.31000000004,6400.0,678.52,0.0,0.0,2.0,9.0,0.3425616928751163,1.4342224131038057,0,1217952000.0,0
267,10083.28,7355800.659999998,171,292307.93,1.0,5.0,51.0,114.0,8700.0,21000.0,132572.0,130035.93,0.0,0.0,0.0,226931.76,8700.0,10.01,0.0,56500.0,2.0,8.0,0.5534700659692905,1.6147559285727238,0,1205424000.0,0
267,14271.14,7675467.039999997,46,88454.14000000001,1.0,1.0,13.0,31.0,100.0,1000.0,47669.46,39684.68,1100.0,18000.0,0.0,21684.68,0.0,0.0,47669.46,0.0,2.0,3.0,0.6628679652796168,0.8095078939102635,0,1227456000.0,0
211,118.35,658267.7400000007,403,343916.61,0.0,0.0,164.0,239.0,0.0,0.0,170729.34000000005,173187.27000000002,0.0,63911.22,0.0,221947.67,0.0,3200.0,49310.8,5546.92,5.0,6.0,0.8190413049539091,1.0089102138141943,0,1221494400.0,0
321,2051.81,404939.31,943,111701.22999999985,36.0,0.0,35.0,872.0,41000.0,0.0,14454.85,56246.380000000085,0.0,0.0,5880.0,48996.2600000001,41000.0,5626.629999999999,6400.0,650.0,2.0,17.0,0.4538784751970231,2.0831696750530173,0,1205510400.0,0
340,2100.0,3212035.6999999983,378,1685349.2299999997,125.0,11.0,53.0,189.0,430200.0,25400.0,391726.9799999999,838022.2500000001,0.0,629682.51,0.0,,443000.0,0.0,366948.36,12600.0,13.0,16.0,1.432280898227918,1.7704934233803775,0,1216310400.0,0
366,2964.02,1069408.3400000005,543,924656.82,2.0,1.0,86.0,454.0,2000.0,1000.0,460542.1400000001,461114.6800000003,0.0,100559.02999999998,71704.01999999999,408546.98000000016,3000.0,14467.49,190862.17,4367.69,4.0,10.0,0.6772691247478239,1.804342890453935,0,1215792000.0,0
201,51.55,1482991.51,381,337451.8100000023,3.0,3.0,20.0,355.0,2500.0,2800.0,166255.71000000002,165896.10000000056,0.0,187570.42,0.0,139103.25000000038,5300.0,1284.0,600.01,200.0,1.0,12.0,0.3537956041516802,1.6983233452305988,0,1208620800.0,0
288,26750.37,11016101.570000013,361,1335030.5899999985,2.0,1.0,92.0,266.0,4900.0,1000.0,665852.8800000002,663277.7100000004,59307.8,104293.6,50851.74,64471.870000000046,4900.0,1528.82,808280.75,1000.0,6.0,9.0,0.9302823236727928,1.2879978833391124,0,1207065600.0,0
267,636.0,295120.6900000002,272,29881.840000000015,0.0,0.0,10.0,262.0,0.0,0.0,18579.53,11302.310000000012,0.0,7000.0,0.0,7246.850000000008,0.0,0.0,11514.43,4120.56,1.0,18.0,0.312962510100078,2.8667659253103976,0,1220803200.0,0
280,115.89,138217.44999999998,149,7532.619999999996,4.0,0.0,26.0,119.0,1500.0,0.0,2279.9500000000007,3752.6700000000014,0.0,0.0,0.0,3998.3500000000013,1500.0,42.29,0.0,169.98,2.0,6.0,0.5124842710924264,1.0490705760045758,0,1208016000.0,0
416,354.85,343700.5900000002,614,122747.84999999992,4.0,0.0,39.0,571.0,6000.0,0.0,55661.8,61086.05000000001,0.0,39830.0,4307.799999999998,44239.35,6000.0,316.7,28054.0,0.0,2.0,16.0,0.4580936279575603,2.3029661017820606,0,1223568000.0,0
443,34.15,214296.68,411,114784.22999999994,0.0,2.0,55.0,354.0,0.0,800.0,57060.61000000001,56923.62000000003,0.0,0.0,0.0,53203.94000000003,0.0,3474.4,38.55,57867.34,2.0,7.0,0.4742445123417302,1.1887243336327615,0,1219593600.0,0
211,23.67,111820.43,914,57190.79000000004,2.0,2.0,91.0,819.0,400.0,400.0,28233.509999999984,28157.28,0.0,0.0,0.0,33855.1,700.0,441.06,21028.0,1166.63,2.0,14.0,0.5682496199049221,2.3634057516617744,0,1219248000.0,0
332,20.74,50165086.78000001,131,9688089.32,0.0,1.0,51.0,79.0,0.0,250000.0,4498859.25,4939230.07,250000.0,653180.0,8053588.14,7.0,0.0,0.0,145720.47,585593.71,4.0,8.0,0.9397680595793384,1.5519546175640029,0,1206806400.0,0
416,5751.71,14145715.57,270,8404256.0,23.0,6.0,116.0,125.0,135900.0,40600.0,4065843.23,4161912.7699999986,215000.0,822417.99,536090.03,63607.60999999999,173400.0,18.8,839418.0,51232.33,3.0,4.0,0.8477659842110218,0.8368022932931926,0,1219420800.0,0
338,117.56,907859.51,25,7490.11,2.0,1.0,2.0,20.0,4100.0,200.0,2030.0,1160.11,0.0,0.0,0.0,3190.11,4300.0,0.0,0.0,0.0,1.0,6.0,0.4577377082170634,1.4540583599999397,0,1214150400.0,0
395,5502.43,5375835.429999999,119,1442247.04,0.0,0.0,60.0,59.0,0.0,0.0,721123.52,721123.52,0.0,591303.83,0.0,,0.0,0.0,397228.0,0.0,2.0,2.0,0.5000000000000001,0.4103690750748377,0,1203091200.0,0
374,1331.69,516982.54999999993,552,487873.32000000024,25.0,10.0,130.0,387.0,33100.0,14069.36,205856.62,234847.34,7569.36,170198.0,0.0,158406.77999999994,39600.0,255.95,86031.0,24953.23,5.0,11.0,1.0571565763568949,1.9469420223446527,0,1211385600.0,0
351,492.84,11350774.329999998,19,442027.51,2.0,1.0,9.0,7.0,2800.0,1000.0,203267.0,234960.51,0.0,7267.0,4000.0,14960.51,3800.0,0.0,0.0,0.0,3.0,3.0,0.8755950357709131,1.0327955589886446,0,1210262400.0,0
410,33.24,5266.25,9,130.8,0.0,0.0,4.0,5.0,0.0,0.0,65.0,65.8,0.0,0.0,0.0,65.8,0.0,0.0,50.0,15.0,2.0,1.0,0.8164965809277259,0.40824829046386296,0,1231862400.0,0
240,133141.93,7334145.989999997,184,1178142.5699999998,6.0,11.0,37.0,130.0,82500.0,26300.0,499997.77,569344.8,0.0,124262.1,0.0,122514.78999999998,85500.0,518.4,137050.0,28300.0,3.0,5.0,0.6238819425336045,0.9457776762241941,0,1207843200.0,0
389,1006.07,766034.64,206,255917.85,1.0,2.0,52.0,151.0,2500.0,3200.0,125482.9,124734.94999999994,0.0,53076.0,0.0,169809.90999999995,3700.0,290.7,23004.0,5546.96,2.0,8.0,0.614535955135613,1.2005669510114811,0,1227974400.0,0
288,2282.17,1207750.5799999998,492,72295.49000000003,0.0,3.0,13.0,476.0,0.0,1900.0,38337.8,32057.689999999995,0.0,35822.5,0.0,32879.98999999998,0.0,1393.0,0.0,1900.0,1.0,13.0,0.2665346581251686,2.2259192088662108,0,1206115200.0,0
351,811.2,4097844.61,57,398458.3599999999,5.0,1.0,5.0,46.0,76100.0,2300.0,117285.57,202772.78999999992,39200.0,0.0,0.0,1083.1099999999997,39200.0,0.0,0.0,309.5200000000001,2.0,4.0,0.5031903903991438,0.7141129642758206,0,1202486400.0,0
284,89166.16,24357072.39000001,392,682518.1300000001,0.0,0.0,29.0,363.0,0.0,0.0,336439.9,346078.22999999986,0.0,30800.0,145026.99,321050.7499999999,0.0,5098.0,157942.39,22600.0,2.0,20.0,0.4242560658434646,2.6486612019027618,0,1228492800.0,0
201,297.62,322276.92000000004,28,10211.99,0.0,0.0,0.0,28.0,0.0,0.0,0.0,10211.99,0.0,0.0,0.0,9078.09,0.0,0.0,0.0,565.9,0.0,2.0,0.0,0.3806934938134404,0,1210953600.0,0
238,248.32,8671062.020000001,233,3028742.859999999,23.0,6.0,126.0,78.0,293200.0,8900.0,1243378.8599999992,1483264.0,300000.0,709679.0,61527.02,,302100.0,0.0,329045.0,0.0,4.0,2.0,0.7560329538541171,0.5777076510060775,0,1210435200.0,0
201,2115.39,264974.0,1115,116077.4800000002,5.0,1.0,88.0,1021.0,5700.0,1700.0,53298.07,55379.41000000006,0.0,0.0,0.0,99656.3500000002,7400.0,3940.26,0.0,4914.59,3.0,12.0,0.6023409681271972,2.6859115953139687,0,1207843200.0,0
499,2778.73,2843897.56,6,11049.41,0.0,1.0,2.0,3.0,0.0,3000.0,8000.0,49.41,0.0,15.8,0.0,8018.91,3000.0,0.0,0.0,14.7,1.0,1.0,0.5477225575051661,0.4472135954999579,0,1452787200.0,0
365,3404.57,358223.44000000006,8,2370.4,0.0,0.0,4.0,4.0,0.0,0.0,1701.0,669.4,0.0,0.0,0.0,2370.4,0.0,0.0,0.0,0.0,1.0,1.0,0.5345224838248488,0.5345224838248488,0,1225728000.0,0
338,14.51,1136717.4800000004,378,1586281.3600000003,1.0,0.0,148.0,229.0,7000.0,0.0,786140.6200000001,793140.7400000001,7000.0,0.0,0.0,755742.85,0.0,9802.72,35291.0,778444.7900000003,6.0,8.0,1.2834025062805308,1.7271458091452818,0,1217952000.0,0
219,1066.25,4381741.3,23,127312.84,0.0,3.0,2.0,18.0,0.0,4500.0,71280.0,51532.83999999999,0.0,0.0,70045.0,51102.0,4500.0,0.0,1235.0,195.0,1.0,3.0,0.3007926037591191,0.5477225575051661,0,1206720000.0,0
215,478.87,10572470.790000003,211,159376.25,0.0,1.0,51.0,159.0,0.0,700.0,89471.55,69204.7,0.0,0.0,71167.45000000001,70888.30000000003,700.0,1620.5,0.0,5000.0,3.0,8.0,0.5869118499206615,1.2667519943117542,0,1234454400.0,0
211,3.58,1567607.0599999996,101,158026.84000000005,2.0,0.0,15.0,84.0,1700.0,0.0,77309.17,79017.66999999997,0.0,4934.0,75279.17,76113.66999999997,1700.0,0.0,0.0,0.0,2.0,5.0,0.5333489972637105,1.2407552878027666,0,1231430400.0,0
275,36.62,33741.770000000026,164,6542.71,0.0,0.0,20.0,144.0,0.0,0.0,3264.2,3278.510000000001,0.0,0.0,0.0,3842.7100000000014,0.0,0.0,2700.0,0.0,1.0,4.0,0.3847143719763378,0.7643942597237269,0,1210867200.0,0
355,0.0,204271.27,10,3416.24,0.0,0.0,6.0,4.0,0.0,0.0,1708.2299999999998,1708.01,0.0,1709.2399999999998,0.0,,0.0,0.0,1707.0,0.0,3.0,3.0,1.0,1.5275252316519468,1,1453478400.0,1
410,1210.1,11136489.52,113,624829.7100000003,4.0,2.0,15.0,92.0,35500.0,1900.0,277630.41999999987,309799.29,0.0,79150.96,0.0,18077.33,37400.0,1021.0,0.0,70000.0,2.0,8.0,0.5425065618321809,1.6311398039074108,0,1233244800.0,0
280,1700.38,376786.68,47,42489.06000000001,0.0,1.0,17.0,29.0,0.0,100.0,22144.0,20245.06,0.0,0.0,304.0,176.96,0.0,0.0,20200.0,1742.0,2.0,2.0,0.5407021398022306,0.5133866880557658,0,1218729600.0,0
478,1341.49,933221.2200000004,651,288216.09000000014,0.0,7.0,39.0,605.0,0.0,7500.0,139988.95,140727.13999999998,0.0,0.0,0.0,52784.73000000002,0.0,973.67,54390.0,177485.69000000003,2.0,13.0,0.437005148921642,2.4689645184073052,0,1208188800.0,0
238,50544.44,6906162.079999995,201,1136011.7699999996,15.0,8.0,75.0,103.0,205610.0,130510.0,367641.8899999999,432249.88000000006,260440.0,19000.0,0.0,89710.2,99600.0,0.0,145697.4,130179.84999999995,3.0,4.0,0.7012379411187085,0.7022322256595965,0,1210262400.0,0
396,3469.63,246982.6500000002,281,63756.56000000001,1.0,0.0,27.0,253.0,6000.0,0.0,25020.029999999995,32736.530000000013,0.0,3000.0,0.0,41270.060000000034,6000.0,4076.8,8550.0,859.7,3.0,8.0,0.4915762826329619,1.2914269647500802,0,1206720000.0,0
315,584.15,2244996.66,849,2924422.76,0.0,350.0,496.0,3.0,0.0,1457500.0,1466728.8599999994,193.9,0.0,0.0,0.0,,1457500.0,0.0,1.0,1466727.8599999994,8.0,5.0,1.3170735480312767,1.3747055179361791,0,1212681600.0,0
340,1.01,1107044.15,58,136030.22999999998,2.0,5.0,20.0,31.0,10800.0,2100.0,62223.42999999999,60906.8,0.0,0.0,0.0,87479.18,12200.0,6821.0,0.0,29530.05,3.0,4.0,0.7844645405527362,1.0982503567738306,0,1223913600.0,0
351,75099.05,37375064.73,25,59278.21,2.0,12.0,11.0,0.0,4200.0,8200.0,46878.21,0.0,0.0,0.0,46878.21,,4200.0,0.0,0.0,8200.0,1.0,1.0,0.5089773777040515,0.5107539184552492,0,1214064000.0,0
416,842.11,278662.6999999999,117,30627.480000000003,7.0,0.0,10.0,100.0,9600.0,0.0,6191.940000000001,14835.539999999995,0.0,0.0,0.0,16795.96,9600.0,1771.4,661.44,586.5499999999997,1.0,6.0,0.42977697646219,1.0498634576353576,0,1215705600.0,0
395,12588.06,15646423.69999999,713,358228.59000000026,2.0,13.0,30.0,668.0,4900.0,24600.0,166141.13999999998,162587.45000000007,0.0,105286.96,16710.0,62080.22999999999,6200.0,1990.7,132029.0,33881.7,4.0,10.0,0.4535717217126833,2.1130434344474915,0,1226332800.0,0
338,63.91,20090378.560000014,481,6243964.050000003,44.0,4.0,93.0,340.0,195400.0,53200.0,2927285.12,3068078.929999999,48000.0,702679.1100000001,0.0,56498.02000000005,200600.0,7123.5,50000.0,864.0,9.0,8.0,1.0004703410232294,1.3945992653183183,0,1218124800.0,0
280,3627.92,2376840.1100000003,41,13132.759999999998,0.0,1.0,27.0,13.0,0.0,5000.0,7345.600000000001,787.1600000000003,0.0,1080.0,0.0,,5000.0,0.0,4600.0,0.0,2.0,1.0,0.5256253906367645,0.4830458915396479,0,1208016000.0,0
288,5.26,420269.24,1338,194103.94999999992,20.0,8.0,149.0,1161.0,30900.0,30000.0,66913.76000000001,66290.19000000003,0.0,0.0,0.0,114797.32000000008,60900.0,3347.08,0.0,15059.55,4.0,21.0,0.7414978581143536,2.7223456777684314,0,1212768000.0,0
389,2558.31,4632399.519999996,809,1270014.620000002,11.0,1.0,183.0,614.0,239900.0,1000.0,392931.4,636183.2199999994,61981.30999999997,273862.85,0.0,27418.91,205500.0,0.0,108371.46,5480.26,5.0,11.0,0.8515330673856114,1.9276466719920609,0,1225900800.0,0
403,11.17,1179705.14,2,8100.0,0.0,0.0,2.0,0.0,0.0,0.0,8100.0,0.0,0.0,0.0,0.0,,0.0,0.0,8100.0,0.0,1.0,0.0,0.0,0.0,0,1219248000.0,0
271,28301.71,13090125.660000002,586,105317.98000000008,0.0,7.0,47.0,532.0,0.0,11100.0,54406.36000000002,39811.62000000008,0.0,0.0,36889.9,31622.02,4000.0,1034.6999999999996,16704.0,15067.36,2.0,18.0,0.4647406779087178,2.8988676372033786,0,1211990400.0,0
418,22405.46,5357898.23,621,2491619.2499999995,1.0,14.0,76.0,530.0,20000.0,29000.0,1220746.24,1221873.0099999998,0.0,1849318.8,82999.52999999997,153698.13999999996,41000.0,7231.919999999999,345600.0,11715.86,4.0,9.0,0.6167393446278909,1.643108017985459,0,1209139200.0,0
